observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,count,classificationMethod,classificationTimestamp,observationComments
2023_05_5A_1_obs_00460,5A_P800HK06278624,2023_05_5A_1_img_00492,2023_05_5A_1_evt_00154,2023-06-20T12:23:17-08:00,2023-06-20T12:23:17-08:00,media,Empty,NA,machine,2023-11-21 10:38:38.913153,comments
2023_05_5A_1_obs_00461,5A_P800HK06278624,2023_05_5A_1_img_00493,2023_05_5A_1_evt_00154,2023-06-20T12:23:22-08:00,2023-06-20T12:23:22-08:00,media,Empty,NA,machine,2023-11-21 10:38:39.338487,comments
2023_05_5A_1_obs_00462,5A_P800HK06278624,2023_05_5A_1_img_00494,2023_05_5A_1_evt_00154,2023-06-20T12:23:27-08:00,2023-06-20T12:23:27-08:00,media,Empty,NA,machine,2023-11-21 10:38:39.762065,comments
2023_05_5A_1_obs_00463,5A_P800HK06278624,2023_05_5A_1_img_00495,2023_05_5A_1_evt_00155,2023-06-20T13:00:49-08:00,2023-06-20T13:00:49-08:00,media,Empty,NA,machine,2023-11-21 10:20:55.265453,comments
2023_05_5A_1_obs_00464,5A_P800HK06278624,2023_05_5A_1_img_00496,2023_05_5A_1_evt_00155,2023-06-20T13:00:54-08:00,2023-06-20T13:00:54-08:00,media,Empty,NA,machine,2023-11-21 10:20:55.693065,comments
2023_05_5A_1_obs_00465,5A_P800HK06278624,2023_05_5A_1_img_00497,2023_05_5A_1_evt_00155,2023-06-20T13:00:59-08:00,2023-06-20T13:00:59-08:00,media,Empty,NA,machine,2023-11-21 10:38:40.185852,comments
2023_05_5A_1_obs_00466,5A_P800HK06278624,2023_05_5A_1_img_00498,2023_05_5A_1_evt_00156,2023-06-20T13:13:10-08:00,2023-06-20T13:13:10-08:00,media,Empty,NA,machine,2023-11-21 10:38:40.610378,comments
2023_05_5A_1_obs_00467,5A_P800HK06278624,2023_05_5A_1_img_00499,2023_05_5A_1_evt_00156,2023-06-20T13:13:15-08:00,2023-06-20T13:13:15-08:00,media,Empty,NA,machine,2023-11-21 10:20:56.121353,comments
2023_05_5A_1_obs_00468,5A_P800HK06278624,2023_05_5A_1_img_00500,2023_05_5A_1_evt_00156,2023-06-20T13:13:20-08:00,2023-06-20T13:13:20-08:00,media,Empty,NA,machine,2023-11-21 10:38:41.037317,comments
2023_05_5A_1_obs_00469,5A_P800HK06278624,2023_05_5A_1_img_00501,2023_05_5A_1_evt_00157,2023-06-20T14:01:36-08:00,2023-06-20T14:01:36-08:00,media,Empty,NA,machine,2023-11-21 10:38:41.462822,comments
2023_05_5A_1_obs_00470,5A_P800HK06278624,2023_05_5A_1_img_00502,2023_05_5A_1_evt_00157,2023-06-20T14:01:41-08:00,2023-06-20T14:01:41-08:00,media,Empty,NA,machine,2023-11-21 10:38:41.886883,comments
2023_05_5A_1_obs_00471,5A_P800HK06278624,2023_05_5A_1_img_00503,2023_05_5A_1_evt_00157,2023-06-20T14:01:46-08:00,2023-06-20T14:01:46-08:00,media,Empty,NA,machine,2023-11-21 10:20:56.548946,comments
2023_05_5A_1_obs_00472,5A_P800HK06278624,2023_05_5A_1_img_00504,2023_05_5A_1_evt_00158,2023-06-20T14:03:46-08:00,2023-06-20T14:03:46-08:00,media,Empty,NA,machine,2023-11-21 10:38:42.312409,comments
2023_05_5A_1_obs_00473,5A_P800HK06278624,2023_05_5A_1_img_00505,2023_05_5A_1_evt_00158,2023-06-20T14:03:51-08:00,2023-06-20T14:03:51-08:00,media,Empty,NA,machine,2023-11-21 10:38:42.735631,comments
2023_05_5A_1_obs_00474,5A_P800HK06278624,2023_05_5A_1_img_00506,2023_05_5A_1_evt_00158,2023-06-20T14:03:56-08:00,2023-06-20T14:03:56-08:00,media,Empty,NA,machine,2023-11-21 10:38:43.158939,comments
2023_05_5A_1_obs_00475,5A_P800HK06278624,2023_05_5A_1_img_00507,2023_05_5A_1_evt_00159,2023-06-20T14:10:13-08:00,2023-06-20T14:10:13-08:00,media,Empty,NA,machine,2023-11-21 10:20:56.974880,comments
2023_05_5A_1_obs_00476,5A_P800HK06278624,2023_05_5A_1_img_00508,2023_05_5A_1_evt_00159,2023-06-20T14:10:18-08:00,2023-06-20T14:10:18-08:00,media,Empty,NA,machine,2023-11-21 10:20:57.401496,comments
2023_05_5A_1_obs_00477,5A_P800HK06278624,2023_05_5A_1_img_00509,2023_05_5A_1_evt_00159,2023-06-20T14:10:23-08:00,2023-06-20T14:10:23-08:00,media,Empty,NA,machine,2023-11-21 10:38:43.583717,comments
2023_05_5A_1_obs_00478,5A_P800HK06278624,2023_05_5A_1_img_00510,2023_05_5A_1_evt_00160,2023-06-20T14:17:09-08:00,2023-06-20T14:17:09-08:00,media,Empty,NA,machine,2023-11-21 10:38:44.006680,comments
2023_05_5A_1_obs_00479,5A_P800HK06278624,2023_05_5A_1_img_00511,2023_05_5A_1_evt_00160,2023-06-20T14:17:14-08:00,2023-06-20T14:17:14-08:00,media,Empty,NA,machine,2023-11-21 10:20:57.827635,comments
2023_05_5A_1_obs_00480,5A_P800HK06278624,2023_05_5A_1_img_00512,2023_05_5A_1_evt_00160,2023-06-20T14:17:19-08:00,2023-06-20T14:17:19-08:00,media,Empty,NA,machine,2023-11-21 10:38:44.438660,comments
2023_05_5A_1_obs_00481,5A_P800HK06278624,2023_05_5A_1_img_00513,2023_05_5A_1_evt_00161,2023-06-20T14:19:58-08:00,2023-06-20T14:19:58-08:00,media,Empty,NA,machine,2023-11-21 10:38:44.862301,comments
2023_05_5A_1_obs_00482,5A_P800HK06278624,2023_05_5A_1_img_00514,2023_05_5A_1_evt_00161,2023-06-20T14:20:03-08:00,2023-06-20T14:20:03-08:00,media,Empty,NA,machine,2023-11-21 10:38:45.286200,comments
2023_05_5A_1_obs_00483,5A_P800HK06278624,2023_05_5A_1_img_00515,2023_05_5A_1_evt_00161,2023-06-20T14:20:08-08:00,2023-06-20T14:20:08-08:00,media,Empty,NA,machine,2023-11-21 10:20:58.253143,comments
2023_05_5A_1_obs_00484,5A_P800HK06278624,2023_05_5A_1_img_00516,2023_05_5A_1_evt_00162,2023-06-20T14:24:51-08:00,2023-06-20T14:24:51-08:00,media,Empty,NA,machine,2023-11-21 10:38:45.712065,comments
2023_05_5A_1_obs_00485,5A_P800HK06278624,2023_05_5A_1_img_00517,2023_05_5A_1_evt_00162,2023-06-20T14:24:56-08:00,2023-06-20T14:24:56-08:00,media,Empty,NA,machine,2023-11-21 10:38:46.135356,comments
2023_05_5A_1_obs_00486,5A_P800HK06278624,2023_05_5A_1_img_00518,2023_05_5A_1_evt_00162,2023-06-20T14:25:01-08:00,2023-06-20T14:25:01-08:00,media,Empty,NA,machine,2023-11-21 10:38:46.559860,comments
2023_05_5A_1_obs_00487,5A_P800HK06278624,2023_05_5A_1_img_00519,2023_05_5A_1_evt_00163,2023-06-20T14:29:00-08:00,2023-06-20T14:29:00-08:00,media,Empty,NA,machine,2023-11-21 10:20:58.680147,comments
2023_05_5A_1_obs_00488,5A_P800HK06278624,2023_05_5A_1_img_00520,2023_05_5A_1_evt_00163,2023-06-20T14:29:05-08:00,2023-06-20T14:29:05-08:00,media,Empty,NA,machine,2023-11-21 10:20:59.107084,comments
2023_05_5A_1_obs_00489,5A_P800HK06278624,2023_05_5A_1_img_00521,2023_05_5A_1_evt_00163,2023-06-20T14:29:10-08:00,2023-06-20T14:29:10-08:00,media,Empty,NA,machine,2023-11-21 10:38:46.983709,comments
2023_05_5A_1_obs_00490,5A_P800HK06278624,2023_05_5A_1_img_00522,2023_05_5A_1_evt_00164,2023-06-20T14:29:31-08:00,2023-06-20T14:29:31-08:00,media,Empty,NA,machine,2023-11-21 10:38:47.408417,comments
2023_05_5A_1_obs_00491,5A_P800HK06278624,2023_05_5A_1_img_00523,2023_05_5A_1_evt_00164,2023-06-20T14:29:36-08:00,2023-06-20T14:29:36-08:00,media,Empty,NA,machine,2023-11-21 10:20:59.533413,comments
2023_05_5A_1_obs_00492,5A_P800HK06278624,2023_05_5A_1_img_00524,2023_05_5A_1_evt_00164,2023-06-20T14:29:41-08:00,2023-06-20T14:29:41-08:00,media,Empty,NA,machine,2023-11-21 10:38:47.831825,comments
2023_05_5A_1_obs_00493,5A_P800HK06278624,2023_05_5A_1_img_00525,2023_05_5A_1_evt_00165,2023-06-20T14:31:16-08:00,2023-06-20T14:31:16-08:00,media,Empty,NA,machine,2023-11-21 10:38:48.255882,comments
2023_05_5A_1_obs_00494,5A_P800HK06278624,2023_05_5A_1_img_00526,2023_05_5A_1_evt_00165,2023-06-20T14:31:21-08:00,2023-06-20T14:31:21-08:00,media,Empty,NA,machine,2023-11-21 10:38:48.684504,comments
2023_05_5A_1_obs_00495,5A_P800HK06278624,2023_05_5A_1_img_00527,2023_05_5A_1_evt_00165,2023-06-20T14:31:26-08:00,2023-06-20T14:31:26-08:00,media,Empty,NA,machine,2023-11-21 10:20:59.966126,comments
2023_05_5A_1_obs_00496,5A_P800HK06278624,2023_05_5A_1_img_00528,2023_05_5A_1_evt_00166,2023-06-20T14:34:04-08:00,2023-06-20T14:34:04-08:00,media,Empty,NA,machine,2023-11-21 10:38:49.108465,comments
2023_05_5A_1_obs_00497,5A_P800HK06278624,2023_05_5A_1_img_00529,2023_05_5A_1_evt_00166,2023-06-20T14:34:09-08:00,2023-06-20T14:34:09-08:00,media,Empty,NA,machine,2023-11-21 10:38:49.533985,comments
2023_05_5A_1_obs_00498,5A_P800HK06278624,2023_05_5A_1_img_00530,2023_05_5A_1_evt_00166,2023-06-20T14:34:14-08:00,2023-06-20T14:34:14-08:00,media,Empty,NA,machine,2023-11-21 10:38:49.957863,comments
2023_05_5A_1_obs_00499,5A_P800HK06278624,2023_05_5A_1_img_00531,2023_05_5A_1_evt_00167,2023-06-20T14:53:55-08:00,2023-06-20T14:53:55-08:00,media,Empty,NA,machine,2023-11-21 10:21:00.395950,comments
2023_05_5A_1_obs_00500,5A_P800HK06278624,2023_05_5A_1_img_00532,2023_05_5A_1_evt_00167,2023-06-20T14:54:00-08:00,2023-06-20T14:54:00-08:00,media,Empty,NA,machine,2023-11-21 10:21:00.823046,comments
2023_05_5A_1_obs_00501,5A_P800HK06278624,2023_05_5A_1_img_00533,2023_05_5A_1_evt_00167,2023-06-20T14:54:05-08:00,2023-06-20T14:54:05-08:00,media,Empty,NA,machine,2023-11-21 10:38:50.382500,comments
2023_05_5A_1_obs_00502,5A_P800HK06278624,2023_05_5A_1_img_00534,2023_05_5A_1_evt_00168,2023-06-20T15:16:16-08:00,2023-06-20T15:16:16-08:00,media,Empty,NA,machine,2023-11-21 10:38:50.805970,comments
2023_05_5A_1_obs_00503,5A_P800HK06278624,2023_05_5A_1_img_00535,2023_05_5A_1_evt_00168,2023-06-20T15:16:21-08:00,2023-06-20T15:16:21-08:00,media,Empty,NA,machine,2023-11-21 10:21:01.251086,comments
2023_05_5A_1_obs_00504,5A_P800HK06278624,2023_05_5A_1_img_00536,2023_05_5A_1_evt_00168,2023-06-20T15:16:26-08:00,2023-06-20T15:16:26-08:00,media,Empty,NA,machine,2023-11-21 10:38:51.229353,comments
2023_05_5A_1_obs_00505,5A_P800HK06278624,2023_05_5A_1_img_00537,2023_05_5A_1_evt_00169,2023-06-20T15:59:33-08:00,2023-06-20T15:59:33-08:00,media,Empty,NA,machine,2023-11-21 10:38:51.655097,comments
2023_05_5A_1_obs_00506,5A_P800HK06278624,2023_05_5A_1_img_00538,2023_05_5A_1_evt_00169,2023-06-20T15:59:38-08:00,2023-06-20T15:59:38-08:00,media,Empty,NA,machine,2023-11-21 10:38:52.081364,comments
2023_05_5A_1_obs_00507,5A_P800HK06278624,2023_05_5A_1_img_00539,2023_05_5A_1_evt_00169,2023-06-20T15:59:43-08:00,2023-06-20T15:59:43-08:00,media,Empty,NA,machine,2023-11-21 10:21:01.678636,comments
2023_05_5A_1_obs_00508,5A_P800HK06278624,2023_05_5A_1_img_00540,2023_05_5A_1_evt_00170,2023-06-21T10:52:12-08:00,2023-06-21T10:52:12-08:00,media,Empty,NA,machine,2023-11-21 10:38:52.507020,comments
2023_05_5A_1_obs_00509,5A_P800HK06278624,2023_05_5A_1_img_00541,2023_05_5A_1_evt_00170,2023-06-21T10:52:17-08:00,2023-06-21T10:52:17-08:00,media,Empty,NA,machine,2023-11-21 10:38:52.934294,comments
2023_05_5A_1_obs_00510,5A_P800HK06278624,2023_05_5A_1_img_00542,2023_05_5A_1_evt_00170,2023-06-21T10:52:22-08:00,2023-06-21T10:52:22-08:00,media,Empty,NA,machine,2023-11-21 10:38:53.359486,comments
2023_05_5A_1_obs_00511,5A_P800HK06278624,2023_05_5A_1_img_00543,2023_05_5A_1_evt_00171,2023-06-21T11:12:17-08:00,2023-06-21T11:12:17-08:00,media,Empty,NA,machine,2023-11-21 10:21:02.103763,comments
2023_05_5A_1_obs_00512,5A_P800HK06278624,2023_05_5A_1_img_00544,2023_05_5A_1_evt_00171,2023-06-21T11:12:22-08:00,2023-06-21T11:12:22-08:00,media,Empty,NA,machine,2023-11-21 10:21:02.531019,comments
2023_05_5A_1_obs_00513,5A_P800HK06278624,2023_05_5A_1_img_00545,2023_05_5A_1_evt_00171,2023-06-21T11:12:27-08:00,2023-06-21T11:12:27-08:00,media,Empty,NA,machine,2023-11-21 10:38:53.784021,comments
2023_05_5A_1_obs_00514,5A_P800HK06278624,2023_05_5A_1_img_00546,2023_05_5A_1_evt_00172,2023-06-21T11:20:30-08:00,2023-06-21T11:20:30-08:00,media,Empty,NA,machine,2023-11-21 10:38:54.208150,comments
2023_05_5A_1_obs_00515,5A_P800HK06278624,2023_05_5A_1_img_00547,2023_05_5A_1_evt_00172,2023-06-21T11:20:35-08:00,2023-06-21T11:20:35-08:00,media,Empty,NA,machine,2023-11-21 10:21:02.958252,comments
2023_05_5A_1_obs_00516,5A_P800HK06278624,2023_05_5A_1_img_00548,2023_05_5A_1_evt_00172,2023-06-21T11:20:40-08:00,2023-06-21T11:20:40-08:00,media,Empty,NA,machine,2023-11-21 10:38:54.637380,comments
2023_05_5A_1_obs_00517,5A_P800HK06278624,2023_05_5A_1_img_00549,2023_05_5A_1_evt_00173,2023-06-21T11:37:46-08:00,2023-06-21T11:37:46-08:00,media,Empty,NA,machine,2023-11-21 10:38:55.061557,comments
2023_05_5A_1_obs_00518,5A_P800HK06278624,2023_05_5A_1_img_00550,2023_05_5A_1_evt_00173,2023-06-21T11:37:51-08:00,2023-06-21T11:37:51-08:00,media,Empty,NA,machine,2023-11-21 10:38:55.486284,comments
2023_05_5A_1_obs_00519,5A_P800HK06278624,2023_05_5A_1_img_00551,2023_05_5A_1_evt_00173,2023-06-21T11:37:56-08:00,2023-06-21T11:37:56-08:00,media,Empty,NA,machine,2023-11-21 10:21:03.386069,comments
2023_05_5A_1_obs_00520,5A_P800HK06278624,2023_05_5A_1_img_00552,2023_05_5A_1_evt_00174,2023-06-21T11:38:13-08:00,2023-06-21T11:38:13-08:00,media,Empty,NA,machine,2023-11-21 10:38:55.909990,comments
2023_05_5A_1_obs_00521,5A_P800HK06278624,2023_05_5A_1_img_00553,2023_05_5A_1_evt_00174,2023-06-21T11:38:18-08:00,2023-06-21T11:38:18-08:00,media,Empty,NA,machine,2023-11-21 10:38:56.338271,comments
2023_05_5A_1_obs_00522,5A_P800HK06278624,2023_05_5A_1_img_00554,2023_05_5A_1_evt_00174,2023-06-21T11:38:23-08:00,2023-06-21T11:38:23-08:00,media,Empty,NA,machine,2023-11-21 10:38:56.762413,comments
2023_05_5A_1_obs_00523,5A_P800HK06278624,2023_05_5A_1_img_00555,2023_05_5A_1_evt_00175,2023-06-21T11:47:07-08:00,2023-06-21T11:47:07-08:00,media,Empty,NA,machine,2023-11-21 10:21:03.812935,comments
2023_05_5A_1_obs_00524,5A_P800HK06278624,2023_05_5A_1_img_00556,2023_05_5A_1_evt_00175,2023-06-21T11:47:12-08:00,2023-06-21T11:47:12-08:00,media,Empty,NA,machine,2023-11-21 10:21:04.240660,comments
2023_05_5A_1_obs_00525,5A_P800HK06278624,2023_05_5A_1_img_00557,2023_05_5A_1_evt_00175,2023-06-21T11:47:17-08:00,2023-06-21T11:47:17-08:00,media,Empty,NA,machine,2023-11-21 10:38:57.186784,comments
2023_05_5A_1_obs_00526,5A_P800HK06278624,2023_05_5A_1_img_00558,2023_05_5A_1_evt_00176,2023-06-21T11:54:40-08:00,2023-06-21T11:54:40-08:00,media,Empty,NA,machine,2023-11-21 10:38:57.611111,comments
2023_05_5A_1_obs_00527,5A_P800HK06278624,2023_05_5A_1_img_00559,2023_05_5A_1_evt_00176,2023-06-21T11:54:45-08:00,2023-06-21T11:54:45-08:00,media,Empty,NA,machine,2023-11-21 10:21:04.668049,comments
2023_05_5A_1_obs_00528,5A_P800HK06278624,2023_05_5A_1_img_00560,2023_05_5A_1_evt_00176,2023-06-21T11:54:50-08:00,2023-06-21T11:54:50-08:00,media,Empty,NA,machine,2023-11-21 10:38:58.034774,comments
2023_05_5A_1_obs_00529,5A_P800HK06278624,2023_05_5A_1_img_00561,2023_05_5A_1_evt_00177,2023-06-21T11:59:20-08:00,2023-06-21T11:59:20-08:00,media,Empty,NA,machine,2023-11-21 10:38:58.459413,comments
2023_05_5A_1_obs_00530,5A_P800HK06278624,2023_05_5A_1_img_00562,2023_05_5A_1_evt_00177,2023-06-21T11:59:25-08:00,2023-06-21T11:59:25-08:00,media,Empty,NA,machine,2023-11-21 10:38:58.883239,comments
2023_05_5A_1_obs_00531,5A_P800HK06278624,2023_05_5A_1_img_00563,2023_05_5A_1_evt_00177,2023-06-21T11:59:30-08:00,2023-06-21T11:59:30-08:00,media,Empty,NA,machine,2023-11-21 10:21:05.094309,comments
2023_05_5A_1_obs_00532,5A_P800HK06278624,2023_05_5A_1_img_00565,2023_05_5A_1_evt_00178,2023-06-21T12:23:14-08:00,2023-06-21T12:23:14-08:00,media,Empty,NA,machine,2023-11-21 10:38:59.737574,comments
2023_05_5A_1_obs_00533,5A_P800HK06278624,2023_05_5A_1_img_00566,2023_05_5A_1_evt_00178,2023-06-21T12:23:19-08:00,2023-06-21T12:23:19-08:00,media,Empty,NA,machine,2023-11-21 10:39:00.162861,comments
2023_05_5A_1_obs_00534,5A_P800HK06278624,2023_05_5A_1_img_00567,2023_05_5A_1_evt_00178,2023-06-21T12:23:24-08:00,2023-06-21T12:23:24-08:00,media,Empty,NA,machine,2023-11-21 10:21:05.520749,comments
2023_05_5A_1_obs_00535,5A_P800HK06278624,2023_05_5A_1_img_00568,2023_05_5A_1_evt_00179,2023-06-21T12:32:04-08:00,2023-06-21T12:32:04-08:00,media,Empty,NA,machine,2023-11-21 10:21:05.947606,comments
2023_05_5A_1_obs_00536,5A_P800HK06278624,2023_05_5A_1_img_00569,2023_05_5A_1_evt_00179,2023-06-21T12:32:09-08:00,2023-06-21T12:32:09-08:00,media,Empty,NA,machine,2023-11-21 10:39:00.587625,comments
2023_05_5A_1_obs_00537,5A_P800HK06278624,2023_05_5A_1_img_00570,2023_05_5A_1_evt_00179,2023-06-21T12:32:14-08:00,2023-06-21T12:32:14-08:00,media,Empty,NA,machine,2023-11-21 10:39:01.011592,comments
2023_05_5A_1_obs_00538,5A_P800HK06278624,2023_05_5A_1_img_00571,2023_05_5A_1_evt_00180,2023-06-21T12:34:44-08:00,2023-06-21T12:34:44-08:00,media,Empty,NA,machine,2023-11-21 10:21:06.375347,comments
2023_05_5A_1_obs_00539,5A_P800HK06278624,2023_05_5A_1_img_00572,2023_05_5A_1_evt_00180,2023-06-21T12:34:49-08:00,2023-06-21T12:34:49-08:00,media,Empty,NA,machine,2023-11-21 10:39:01.436986,comments
2023_05_5A_1_obs_00540,5A_P800HK06278624,2023_05_5A_1_img_00573,2023_05_5A_1_evt_00180,2023-06-21T12:34:54-08:00,2023-06-21T12:34:54-08:00,media,Empty,NA,machine,2023-11-21 10:39:01.860899,comments
2023_05_5A_1_obs_00541,5A_P800HK06278624,2023_05_5A_1_img_00574,2023_05_5A_1_evt_00181,2023-06-21T12:35:30-08:00,2023-06-21T12:35:30-08:00,media,Empty,NA,machine,2023-11-21 10:39:02.284969,comments
2023_05_5A_1_obs_00542,5A_P800HK06278624,2023_05_5A_1_img_00575,2023_05_5A_1_evt_00181,2023-06-21T12:35:35-08:00,2023-06-21T12:35:35-08:00,media,Empty,NA,machine,2023-11-21 10:21:06.802376,comments
2023_05_5A_1_obs_00543,5A_P800HK06278624,2023_05_5A_1_img_00576,2023_05_5A_1_evt_00181,2023-06-21T12:35:40-08:00,2023-06-21T12:35:40-08:00,media,Empty,NA,machine,2023-11-21 10:39:02.711220,comments
2023_05_5A_1_obs_00544,5A_P800HK06278624,2023_05_5A_1_img_00577,2023_05_5A_1_evt_00182,2023-06-21T12:42:52-08:00,2023-06-21T12:42:52-08:00,media,Empty,NA,machine,2023-11-21 10:39:03.135053,comments
2023_05_5A_1_obs_00545,5A_P800HK06278624,2023_05_5A_1_img_00578,2023_05_5A_1_evt_00182,2023-06-21T12:42:57-08:00,2023-06-21T12:42:57-08:00,media,Empty,NA,machine,2023-11-21 10:39:03.559744,comments
2023_05_5A_1_obs_00546,5A_P800HK06278624,2023_05_5A_1_img_00579,2023_05_5A_1_evt_00182,2023-06-21T12:43:02-08:00,2023-06-21T12:43:02-08:00,media,Empty,NA,machine,2023-11-21 10:21:07.230534,comments
2023_05_5A_1_obs_00547,5A_P800HK06278624,2023_05_5A_1_img_00580,2023_05_5A_1_evt_00183,2023-06-21T13:00:51-08:00,2023-06-21T13:00:51-08:00,media,Empty,NA,machine,2023-11-21 10:21:07.658130,comments
2023_05_5A_1_obs_00548,5A_P800HK06278624,2023_05_5A_1_img_00581,2023_05_5A_1_evt_00183,2023-06-21T13:00:56-08:00,2023-06-21T13:00:56-08:00,media,Empty,NA,machine,2023-11-21 10:39:03.983442,comments
2023_05_5A_1_obs_00549,5A_P800HK06278624,2023_05_5A_1_img_00582,2023_05_5A_1_evt_00183,2023-06-21T13:01:01-08:00,2023-06-21T13:01:01-08:00,media,Empty,NA,machine,2023-11-21 10:39:04.411321,comments
2023_05_5A_1_obs_00550,5A_P800HK06278624,2023_05_5A_1_img_00583,2023_05_5A_1_evt_00184,2023-06-21T13:08:01-08:00,2023-06-21T13:08:01-08:00,media,Empty,NA,machine,2023-11-21 10:21:08.102480,comments
2023_05_5A_1_obs_00551,5A_P800HK06278624,2023_05_5A_1_img_00584,2023_05_5A_1_evt_00184,2023-06-21T13:08:06-08:00,2023-06-21T13:08:06-08:00,media,Empty,NA,machine,2023-11-21 10:39:04.836092,comments
2023_05_5A_1_obs_00552,5A_P800HK06278624,2023_05_5A_1_img_00585,2023_05_5A_1_evt_00184,2023-06-21T13:08:11-08:00,2023-06-21T13:08:11-08:00,media,Empty,NA,machine,2023-11-21 10:39:05.261488,comments
2023_05_5A_1_obs_00553,5A_P800HK06278624,2023_05_5A_1_img_00586,2023_05_5A_1_evt_00185,2023-06-21T13:17:54-08:00,2023-06-21T13:17:54-08:00,media,Empty,NA,machine,2023-11-21 10:39:05.688668,comments
2023_05_5A_1_obs_00554,5A_P800HK06278624,2023_05_5A_1_img_00587,2023_05_5A_1_evt_00185,2023-06-21T13:17:59-08:00,2023-06-21T13:17:59-08:00,media,Empty,NA,machine,2023-11-21 10:21:08.531903,comments
2023_05_5A_1_obs_00555,5A_P800HK06278624,2023_05_5A_1_img_00588,2023_05_5A_1_evt_00185,2023-06-21T13:18:04-08:00,2023-06-21T13:18:04-08:00,media,Empty,NA,machine,2023-11-21 10:39:06.113470,comments
2023_05_5A_1_obs_00556,5A_P800HK06278624,2023_05_5A_1_img_00589,2023_05_5A_1_evt_00186,2023-06-21T13:19:47-08:00,2023-06-21T13:19:47-08:00,media,Empty,NA,machine,2023-11-21 10:39:06.539574,comments
2023_05_5A_1_obs_00557,5A_P800HK06278624,2023_05_5A_1_img_00590,2023_05_5A_1_evt_00186,2023-06-21T13:19:52-08:00,2023-06-21T13:19:52-08:00,media,Empty,NA,machine,2023-11-21 10:39:06.964494,comments
2023_05_5A_1_obs_00558,5A_P800HK06278624,2023_05_5A_1_img_00591,2023_05_5A_1_evt_00186,2023-06-21T13:19:57-08:00,2023-06-21T13:19:57-08:00,media,Empty,NA,machine,2023-11-21 10:21:08.960195,comments
2023_05_5A_1_obs_00559,5A_P800HK06278624,2023_05_5A_1_img_00592,2023_05_5A_1_evt_00187,2023-06-21T13:28:54-08:00,2023-06-21T13:28:54-08:00,media,Empty,NA,machine,2023-11-21 10:21:09.389165,comments
2023_05_5A_1_obs_00560,5A_P800HK06278624,2023_05_5A_1_img_00593,2023_05_5A_1_evt_00187,2023-06-21T13:28:59-08:00,2023-06-21T13:28:59-08:00,media,Empty,NA,machine,2023-11-21 10:39:07.389604,comments
2023_05_5A_1_obs_00561,5A_P800HK06278624,2023_05_5A_1_img_00594,2023_05_5A_1_evt_00187,2023-06-21T13:29:04-08:00,2023-06-21T13:29:04-08:00,media,Empty,NA,machine,2023-11-21 10:39:07.818808,comments
2023_05_5A_1_obs_00562,5A_P800HK06278624,2023_05_5A_1_img_00595,2023_05_5A_1_evt_00188,2023-06-21T13:34:33-08:00,2023-06-21T13:34:33-08:00,media,Empty,NA,machine,2023-11-21 10:21:09.817960,comments
2023_05_5A_1_obs_00563,5A_P800HK06278624,2023_05_5A_1_img_00596,2023_05_5A_1_evt_00188,2023-06-21T13:34:38-08:00,2023-06-21T13:34:38-08:00,media,Empty,NA,machine,2023-11-21 10:39:08.245739,comments
2023_05_5A_1_obs_00564,5A_P800HK06278624,2023_05_5A_1_img_00597,2023_05_5A_1_evt_00188,2023-06-21T13:34:43-08:00,2023-06-21T13:34:43-08:00,media,Empty,NA,machine,2023-11-21 10:39:08.672065,comments
2023_05_5A_1_obs_00565,5A_P800HK06278624,2023_05_5A_1_img_00598,2023_05_5A_1_evt_00189,2023-06-21T13:40:44-08:00,2023-06-21T13:40:44-08:00,media,Empty,NA,machine,2023-11-21 10:39:09.097186,comments
2023_05_5A_1_obs_00566,5A_P800HK06278624,2023_05_5A_1_img_00599,2023_05_5A_1_evt_00189,2023-06-21T13:40:49-08:00,2023-06-21T13:40:49-08:00,media,Empty,NA,machine,2023-11-21 10:21:10.246165,comments
2023_05_5A_1_obs_00567,5A_P800HK06278624,2023_05_5A_1_img_00600,2023_05_5A_1_evt_00189,2023-06-21T13:40:54-08:00,2023-06-21T13:40:54-08:00,media,Empty,NA,machine,2023-11-21 10:39:09.522611,comments
2023_05_5A_1_obs_00568,5A_P800HK06278624,2023_05_5A_1_img_00601,2023_05_5A_1_evt_00190,2023-06-21T13:42:05-08:00,2023-06-21T13:42:05-08:00,media,Empty,NA,machine,2023-11-21 10:39:09.947021,comments
2023_05_5A_1_obs_00569,5A_P800HK06278624,2023_05_5A_1_img_00602,2023_05_5A_1_evt_00190,2023-06-21T13:42:10-08:00,2023-06-21T13:42:10-08:00,media,Empty,NA,machine,2023-11-21 10:39:10.372564,comments
2023_05_5A_1_obs_00570,5A_P800HK06278624,2023_05_5A_1_img_00603,2023_05_5A_1_evt_00190,2023-06-21T13:42:15-08:00,2023-06-21T13:42:15-08:00,media,Empty,NA,machine,2023-11-21 10:21:10.674369,comments
2023_05_5A_1_obs_00571,5A_P800HK06278624,2023_05_5A_1_img_00604,2023_05_5A_1_evt_00191,2023-06-21T14:12:50-08:00,2023-06-21T14:12:50-08:00,media,Empty,NA,machine,2023-11-21 10:21:11.102762,comments
2023_05_5A_1_obs_00572,5A_P800HK06278624,2023_05_5A_1_img_00605,2023_05_5A_1_evt_00191,2023-06-21T14:12:55-08:00,2023-06-21T14:12:55-08:00,media,Empty,NA,machine,2023-11-21 10:39:10.796684,comments
