observationID,deploymentID,mediaID,eventID,eventStart,eventEnd,observationLevel,observationType,count,classificationMethod,classificationTimestamp,observationComments
2023_05_5A_1_obs_00001,5A_P800HK06278624,2023_05_5A_1_img_00001,2023_05_5A_1_evt_00001,2023-05-19T17:42:50-08:00,2023-05-19T17:42:50-08:00,media,Empty,NA,machine,2023-11-21 11:09:28.571309,comments
2023_05_5A_1_obs_00002,5A_P800HK06278624,2023_05_5A_1_img_00002,2023_05_5A_1_evt_00001,2023-05-19T17:42:55-08:00,2023-05-19T17:42:55-08:00,media,Empty,NA,machine,2023-11-21 10:36:19.604944,comments
2023_05_5A_1_obs_00003,5A_P800HK06278624,2023_05_5A_1_img_00003,2023_05_5A_1_evt_00001,2023-05-19T17:43:00-08:00,2023-05-19T17:43:00-08:00,media,Empty,NA,machine,2023-11-21 10:36:20.025210,comments
2023_05_5A_1_obs_00004,5A_P800HK06278624,2023_05_5A_1_img_00004,2023_05_5A_1_evt_00002,2023-05-19T17:43:16-08:00,2023-05-19T17:43:16-08:00,media,Empty,NA,machine,2023-11-21 10:36:20.447068,comments
2023_05_5A_1_obs_00005,5A_P800HK06278624,2023_05_5A_1_img_00005,2023_05_5A_1_evt_00002,2023-05-19T17:43:21-08:00,2023-05-19T17:43:21-08:00,media,Empty,NA,machine,2023-11-21 10:36:20.866031,comments
2023_05_5A_1_obs_00006,5A_P800HK06278624,2023_05_5A_1_img_00006,2023_05_5A_1_evt_00002,2023-05-19T17:43:26-08:00,2023-05-19T17:43:26-08:00,media,Empty,NA,machine,2023-11-21 10:36:21.286636,comments
2023_05_5A_1_obs_00007,5A_P800HK06278624,2023_05_5A_1_img_00008,2023_05_5A_1_evt_00003,2023-05-20T13:39:15-08:00,2023-05-20T13:39:15-08:00,media,Empty,NA,machine,2023-11-21 10:36:21.708078,comments
2023_05_5A_1_obs_00008,5A_P800HK06278624,2023_05_5A_1_img_00009,2023_05_5A_1_evt_00003,2023-05-20T13:39:20-08:00,2023-05-20T13:39:20-08:00,media,Empty,NA,machine,2023-11-21 10:36:22.131048,comments
2023_05_5A_1_obs_00009,5A_P800HK06278624,2023_05_5A_1_img_00010,2023_05_5A_1_evt_00003,2023-05-20T13:39:25-08:00,2023-05-20T13:39:25-08:00,media,Empty,NA,machine,2023-11-21 10:36:22.555769,comments
2023_05_5A_1_obs_00010,5A_P800HK06278624,2023_05_5A_1_img_00011,2023_05_5A_1_evt_00004,2023-05-20T14:05:39-08:00,2023-05-20T14:05:39-08:00,media,Empty,NA,machine,2023-11-21 10:19:46.463386,comments
2023_05_5A_1_obs_00011,5A_P800HK06278624,2023_05_5A_1_img_00012,2023_05_5A_1_evt_00004,2023-05-20T14:05:44-08:00,2023-05-20T14:05:44-08:00,media,Empty,NA,machine,2023-11-21 10:36:22.979079,comments
2023_05_5A_1_obs_00012,5A_P800HK06278624,2023_05_5A_1_img_00013,2023_05_5A_1_evt_00004,2023-05-20T14:05:49-08:00,2023-05-20T14:05:49-08:00,media,Empty,NA,machine,2023-11-21 10:36:23.406010,comments
2023_05_5A_1_obs_00013,5A_P800HK06278624,2023_05_5A_1_img_00014,2023_05_5A_1_evt_00005,2023-05-20T14:27:48-08:00,2023-05-20T14:27:48-08:00,media,Empty,NA,machine,2023-11-21 10:36:23.827745,comments
2023_05_5A_1_obs_00014,5A_P800HK06278624,2023_05_5A_1_img_00015,2023_05_5A_1_evt_00005,2023-05-20T14:27:53-08:00,2023-05-20T14:27:53-08:00,media,Empty,NA,machine,2023-11-21 10:19:46.904922,comments
2023_05_5A_1_obs_00015,5A_P800HK06278624,2023_05_5A_1_img_00016,2023_05_5A_1_evt_00005,2023-05-20T14:27:58-08:00,2023-05-20T14:27:58-08:00,media,Empty,NA,machine,2023-11-21 10:19:47.306095,comments
2023_05_5A_1_obs_00016,5A_P800HK06278624,2023_05_5A_1_img_00017,2023_05_5A_1_evt_00006,2023-05-21T11:25:52-08:00,2023-05-21T11:25:52-08:00,media,Empty,NA,machine,2023-11-21 10:36:24.251033,comments
2023_05_5A_1_obs_00017,5A_P800HK06278624,2023_05_5A_1_img_00018,2023_05_5A_1_evt_00006,2023-05-21T11:25:57-08:00,2023-05-21T11:25:57-08:00,media,Empty,NA,machine,2023-11-21 10:36:24.676637,comments
2023_05_5A_1_obs_00018,5A_P800HK06278624,2023_05_5A_1_img_00019,2023_05_5A_1_evt_00006,2023-05-21T11:26:02-08:00,2023-05-21T11:26:02-08:00,media,Empty,NA,machine,2023-11-21 10:19:47.731202,comments
2023_05_5A_1_obs_00019,5A_P800HK06278624,2023_05_5A_1_img_00021,2023_05_5A_1_evt_00007,2023-05-21T13:45:02-08:00,2023-05-21T13:45:02-08:00,media,Empty,NA,machine,2023-11-21 10:36:25.522671,comments
2023_05_5A_1_obs_00020,5A_P800HK06278624,2023_05_5A_1_img_00022,2023_05_5A_1_evt_00007,2023-05-21T13:45:07-08:00,2023-05-21T13:45:07-08:00,media,Empty,NA,machine,2023-11-21 10:36:25.945658,comments
2023_05_5A_1_obs_00021,5A_P800HK06278624,2023_05_5A_1_img_00023,2023_05_5A_1_evt_00007,2023-05-21T13:45:12-08:00,2023-05-21T13:45:12-08:00,media,Empty,NA,machine,2023-11-21 10:19:48.155161,comments
2023_05_5A_1_obs_00022,5A_P800HK06278624,2023_05_5A_1_img_00024,2023_05_5A_1_evt_00008,2023-05-21T13:53:10-08:00,2023-05-21T13:53:10-08:00,media,Empty,NA,machine,2023-11-21 10:36:26.371086,comments
2023_05_5A_1_obs_00023,5A_P800HK06278624,2023_05_5A_1_img_00025,2023_05_5A_1_evt_00008,2023-05-21T13:53:15-08:00,2023-05-21T13:53:15-08:00,media,Empty,NA,machine,2023-11-21 10:36:26.793859,comments
2023_05_5A_1_obs_00024,5A_P800HK06278624,2023_05_5A_1_img_00026,2023_05_5A_1_evt_00008,2023-05-21T13:53:20-08:00,2023-05-21T13:53:20-08:00,media,Empty,NA,machine,2023-11-21 10:36:27.216914,comments
2023_05_5A_1_obs_00025,5A_P800HK06278624,2023_05_5A_1_img_00027,2023_05_5A_1_evt_00009,2023-05-21T14:03:54-08:00,2023-05-21T14:03:54-08:00,media,Empty,NA,machine,2023-11-21 10:19:48.580631,comments
2023_05_5A_1_obs_00026,5A_P800HK06278624,2023_05_5A_1_img_00028,2023_05_5A_1_evt_00009,2023-05-21T14:03:59-08:00,2023-05-21T14:03:59-08:00,media,Empty,NA,machine,2023-11-21 10:19:49.004527,comments
2023_05_5A_1_obs_00027,5A_P800HK06278624,2023_05_5A_1_img_00029,2023_05_5A_1_evt_00009,2023-05-21T14:04:04-08:00,2023-05-21T14:04:04-08:00,media,Empty,NA,machine,2023-11-21 10:36:27.645231,comments
2023_05_5A_1_obs_00028,5A_P800HK06278624,2023_05_5A_1_img_00030,2023_05_5A_1_evt_00010,2023-05-21T14:12:33-08:00,2023-05-21T14:12:33-08:00,media,Empty,NA,machine,2023-11-21 10:36:28.067544,comments
2023_05_5A_1_obs_00029,5A_P800HK06278624,2023_05_5A_1_img_00031,2023_05_5A_1_evt_00010,2023-05-21T14:12:38-08:00,2023-05-21T14:12:38-08:00,media,Empty,NA,machine,2023-11-21 10:19:49.429247,comments
2023_05_5A_1_obs_00030,5A_P800HK06278624,2023_05_5A_1_img_00032,2023_05_5A_1_evt_00010,2023-05-21T14:12:43-08:00,2023-05-21T14:12:43-08:00,media,Empty,NA,machine,2023-11-21 10:36:28.490426,comments
2023_05_5A_1_obs_00031,5A_P800HK06278624,2023_05_5A_1_img_00033,2023_05_5A_1_evt_00011,2023-05-21T14:34:29-08:00,2023-05-21T14:34:29-08:00,media,Empty,NA,machine,2023-11-21 10:36:28.915895,comments
2023_05_5A_1_obs_00032,5A_P800HK06278624,2023_05_5A_1_img_00034,2023_05_5A_1_evt_00011,2023-05-21T14:34:34-08:00,2023-05-21T14:34:34-08:00,media,Empty,NA,machine,2023-11-21 10:36:29.339294,comments
2023_05_5A_1_obs_00033,5A_P800HK06278624,2023_05_5A_1_img_00035,2023_05_5A_1_evt_00011,2023-05-21T14:34:39-08:00,2023-05-21T14:34:39-08:00,media,Empty,NA,machine,2023-11-21 10:19:49.854310,comments
2023_05_5A_1_obs_00034,5A_P800HK06278624,2023_05_5A_1_img_00036,2023_05_5A_1_evt_00012,2023-05-21T14:39:33-08:00,2023-05-21T14:39:33-08:00,media,Empty,NA,machine,2023-11-21 10:36:29.762140,comments
2023_05_5A_1_obs_00035,5A_P800HK06278624,2023_05_5A_1_img_00037,2023_05_5A_1_evt_00012,2023-05-21T14:39:38-08:00,2023-05-21T14:39:38-08:00,media,Empty,NA,machine,2023-11-21 10:36:30.184955,comments
2023_05_5A_1_obs_00036,5A_P800HK06278624,2023_05_5A_1_img_00038,2023_05_5A_1_evt_00012,2023-05-21T14:39:43-08:00,2023-05-21T14:39:43-08:00,media,Empty,NA,machine,2023-11-21 10:36:30.609703,comments
2023_05_5A_1_obs_00037,5A_P800HK06278624,2023_05_5A_1_img_00045,2023_05_5A_1_evt_00013,2023-05-27T14:25:17-08:00,2023-05-27T14:25:17-08:00,media,Empty,NA,machine,2023-11-21 10:36:32.304252,comments
2023_05_5A_1_obs_00038,5A_P800HK06278624,2023_05_5A_1_img_00046,2023_05_5A_1_evt_00013,2023-05-27T14:25:22-08:00,2023-05-27T14:25:22-08:00,media,Empty,NA,machine,2023-11-21 10:36:32.727769,comments
2023_05_5A_1_obs_00039,5A_P800HK06278624,2023_05_5A_1_img_00047,2023_05_5A_1_evt_00013,2023-05-27T14:25:27-08:00,2023-05-27T14:25:27-08:00,media,Empty,NA,machine,2023-11-21 10:19:51.550006,comments
2023_05_5A_1_obs_00040,5A_P800HK06278624,2023_05_5A_1_img_00048,2023_05_5A_1_evt_00014,2023-05-27T14:27:34-08:00,2023-05-27T14:27:34-08:00,media,Empty,NA,machine,2023-11-21 10:36:33.150041,comments
2023_05_5A_1_obs_00041,5A_P800HK06278624,2023_05_5A_1_img_00049,2023_05_5A_1_evt_00014,2023-05-27T14:27:39-08:00,2023-05-27T14:27:39-08:00,media,Empty,NA,machine,2023-11-21 10:36:33.574193,comments
2023_05_5A_1_obs_00042,5A_P800HK06278624,2023_05_5A_1_img_00050,2023_05_5A_1_evt_00014,2023-05-27T14:27:44-08:00,2023-05-27T14:27:44-08:00,media,Empty,NA,machine,2023-11-21 10:36:33.995293,comments
2023_05_5A_1_obs_00043,5A_P800HK06278624,2023_05_5A_1_img_00051,2023_05_5A_1_evt_00015,2023-05-27T14:35:10-08:00,2023-05-27T14:35:10-08:00,media,Empty,NA,machine,2023-11-21 10:19:51.973971,comments
2023_05_5A_1_obs_00044,5A_P800HK06278624,2023_05_5A_1_img_00052,2023_05_5A_1_evt_00015,2023-05-27T14:35:15-08:00,2023-05-27T14:35:15-08:00,media,Empty,NA,machine,2023-11-21 10:19:52.402018,comments
2023_05_5A_1_obs_00045,5A_P800HK06278624,2023_05_5A_1_img_00053,2023_05_5A_1_evt_00015,2023-05-27T14:35:20-08:00,2023-05-27T14:35:20-08:00,media,Empty,NA,machine,2023-11-21 10:36:34.417042,comments
2023_05_5A_1_obs_00046,5A_P800HK06278624,2023_05_5A_1_img_00057,2023_05_5A_1_evt_00016,2023-05-30T14:53:05-08:00,2023-05-30T14:53:05-08:00,media,Empty,NA,machine,2023-11-21 10:36:35.679550,comments
2023_05_5A_1_obs_00047,5A_P800HK06278624,2023_05_5A_1_img_00058,2023_05_5A_1_evt_00016,2023-05-30T14:53:10-08:00,2023-05-30T14:53:10-08:00,media,Empty,NA,machine,2023-11-21 10:36:36.101043,comments
2023_05_5A_1_obs_00048,5A_P800HK06278624,2023_05_5A_1_img_00059,2023_05_5A_1_evt_00016,2023-05-30T14:53:15-08:00,2023-05-30T14:53:15-08:00,media,Empty,NA,machine,2023-11-21 10:19:53.250895,comments
2023_05_5A_1_obs_00049,5A_P800HK06278624,2023_05_5A_1_img_00060,2023_05_5A_1_evt_00017,2023-05-31T10:58:30-08:00,2023-05-31T10:58:30-08:00,media,Empty,NA,machine,2023-11-21 10:36:36.529267,comments
2023_05_5A_1_obs_00050,5A_P800HK06278624,2023_05_5A_1_img_00061,2023_05_5A_1_evt_00017,2023-05-31T10:58:35-08:00,2023-05-31T10:58:35-08:00,media,Empty,NA,machine,2023-11-21 10:36:36.952729,comments
2023_05_5A_1_obs_00051,5A_P800HK06278624,2023_05_5A_1_img_00062,2023_05_5A_1_evt_00017,2023-05-31T10:58:40-08:00,2023-05-31T10:58:40-08:00,media,Empty,NA,machine,2023-11-21 10:36:37.376051,comments
2023_05_5A_1_obs_00052,5A_P800HK06278624,2023_05_5A_1_img_00063,2023_05_5A_1_evt_00018,2023-05-31T11:08:21-08:00,2023-05-31T11:08:21-08:00,media,Empty,NA,machine,2023-11-21 10:19:53.675872,comments
2023_05_5A_1_obs_00053,5A_P800HK06278624,2023_05_5A_1_img_00064,2023_05_5A_1_evt_00018,2023-05-31T11:08:26-08:00,2023-05-31T11:08:26-08:00,media,Empty,NA,machine,2023-11-21 10:19:54.101780,comments
2023_05_5A_1_obs_00054,5A_P800HK06278624,2023_05_5A_1_img_00065,2023_05_5A_1_evt_00018,2023-05-31T11:08:31-08:00,2023-05-31T11:08:31-08:00,media,Empty,NA,machine,2023-11-21 10:36:37.798348,comments
2023_05_5A_1_obs_00055,5A_P800HK06278624,2023_05_5A_1_img_00066,2023_05_5A_1_evt_00019,2023-05-31T11:12:16-08:00,2023-05-31T11:12:16-08:00,media,Empty,NA,machine,2023-11-21 10:36:38.220094,comments
2023_05_5A_1_obs_00056,5A_P800HK06278624,2023_05_5A_1_img_00067,2023_05_5A_1_evt_00019,2023-05-31T11:12:21-08:00,2023-05-31T11:12:21-08:00,media,Empty,NA,machine,2023-11-21 10:19:54.527430,comments
2023_05_5A_1_obs_00057,5A_P800HK06278624,2023_05_5A_1_img_00068,2023_05_5A_1_evt_00019,2023-05-31T11:12:26-08:00,2023-05-31T11:12:26-08:00,media,Empty,NA,machine,2023-11-21 10:36:38.646773,comments
2023_05_5A_1_obs_00058,5A_P800HK06278624,2023_05_5A_1_img_00069,2023_05_5A_1_evt_00020,2023-05-31T11:19:49-08:00,2023-05-31T11:19:49-08:00,media,Empty,NA,machine,2023-11-21 10:36:39.068627,comments
2023_05_5A_1_obs_00059,5A_P800HK06278624,2023_05_5A_1_img_00070,2023_05_5A_1_evt_00020,2023-05-31T11:19:54-08:00,2023-05-31T11:19:54-08:00,media,Empty,NA,machine,2023-11-21 10:36:39.491859,comments
2023_05_5A_1_obs_00060,5A_P800HK06278624,2023_05_5A_1_img_00071,2023_05_5A_1_evt_00020,2023-05-31T11:19:59-08:00,2023-05-31T11:19:59-08:00,media,Empty,NA,machine,2023-11-21 10:19:54.954260,comments
2023_05_5A_1_obs_00061,5A_P800HK06278624,2023_05_5A_1_img_00072,2023_05_5A_1_evt_00021,2023-05-31T11:34:04-08:00,2023-05-31T11:34:04-08:00,media,Empty,NA,machine,2023-11-21 10:36:39.913235,comments
2023_05_5A_1_obs_00062,5A_P800HK06278624,2023_05_5A_1_img_00073,2023_05_5A_1_evt_00021,2023-05-31T11:34:09-08:00,2023-05-31T11:34:09-08:00,media,Empty,NA,machine,2023-11-21 10:36:40.337245,comments
2023_05_5A_1_obs_00063,5A_P800HK06278624,2023_05_5A_1_img_00074,2023_05_5A_1_evt_00021,2023-05-31T11:34:14-08:00,2023-05-31T11:34:14-08:00,media,Empty,NA,machine,2023-11-21 10:36:40.759227,comments
2023_05_5A_1_obs_00064,5A_P800HK06278624,2023_05_5A_1_img_00075,2023_05_5A_1_evt_00022,2023-05-31T11:36:21-08:00,2023-05-31T11:36:21-08:00,media,Empty,NA,machine,2023-11-21 10:19:55.379970,comments
2023_05_5A_1_obs_00065,5A_P800HK06278624,2023_05_5A_1_img_00076,2023_05_5A_1_evt_00022,2023-05-31T11:36:26-08:00,2023-05-31T11:36:26-08:00,media,Empty,NA,machine,2023-11-21 10:19:55.805129,comments
2023_05_5A_1_obs_00066,5A_P800HK06278624,2023_05_5A_1_img_00077,2023_05_5A_1_evt_00022,2023-05-31T11:36:31-08:00,2023-05-31T11:36:31-08:00,media,Empty,NA,machine,2023-11-21 10:36:41.180767,comments
2023_05_5A_1_obs_00067,5A_P800HK06278624,2023_05_5A_1_img_00078,2023_05_5A_1_evt_00023,2023-05-31T11:36:48-08:00,2023-05-31T11:36:48-08:00,media,Empty,NA,machine,2023-11-21 10:36:41.603030,comments
2023_05_5A_1_obs_00068,5A_P800HK06278624,2023_05_5A_1_img_00079,2023_05_5A_1_evt_00023,2023-05-31T11:36:53-08:00,2023-05-31T11:36:53-08:00,media,Empty,NA,machine,2023-11-21 10:19:56.230342,comments
2023_05_5A_1_obs_00069,5A_P800HK06278624,2023_05_5A_1_img_00080,2023_05_5A_1_evt_00023,2023-05-31T11:36:58-08:00,2023-05-31T11:36:58-08:00,media,Empty,NA,machine,2023-11-21 10:36:42.024815,comments
2023_05_5A_1_obs_00070,5A_P800HK06278624,2023_05_5A_1_img_00081,2023_05_5A_1_evt_00024,2023-05-31T11:47:29-08:00,2023-05-31T11:47:29-08:00,media,Empty,NA,machine,2023-11-21 10:36:42.448337,comments
2023_05_5A_1_obs_00071,5A_P800HK06278624,2023_05_5A_1_img_00082,2023_05_5A_1_evt_00024,2023-05-31T11:47:34-08:00,2023-05-31T11:47:34-08:00,media,Empty,NA,machine,2023-11-21 10:36:42.869290,comments
2023_05_5A_1_obs_00072,5A_P800HK06278624,2023_05_5A_1_img_00083,2023_05_5A_1_evt_00024,2023-05-31T11:47:39-08:00,2023-05-31T11:47:39-08:00,media,Empty,NA,machine,2023-11-21 10:19:56.655409,comments
2023_05_5A_1_obs_00073,5A_P800HK06278624,2023_05_5A_1_img_00084,2023_05_5A_1_evt_00025,2023-05-31T11:48:44-08:00,2023-05-31T11:48:44-08:00,media,Empty,NA,machine,2023-11-21 10:36:43.290063,comments
2023_05_5A_1_obs_00074,5A_P800HK06278624,2023_05_5A_1_img_00085,2023_05_5A_1_evt_00025,2023-05-31T11:48:49-08:00,2023-05-31T11:48:49-08:00,media,Empty,NA,machine,2023-11-21 10:36:43.712774,comments
2023_05_5A_1_obs_00075,5A_P800HK06278624,2023_05_5A_1_img_00086,2023_05_5A_1_evt_00025,2023-05-31T11:48:54-08:00,2023-05-31T11:48:54-08:00,media,Empty,NA,machine,2023-11-21 10:36:44.133444,comments
2023_05_5A_1_obs_00076,5A_P800HK06278624,2023_05_5A_1_img_00087,2023_05_5A_1_evt_00026,2023-05-31T11:54:57-08:00,2023-05-31T11:54:57-08:00,media,Empty,NA,machine,2023-11-21 10:19:57.080755,comments
2023_05_5A_1_obs_00077,5A_P800HK06278624,2023_05_5A_1_img_00088,2023_05_5A_1_evt_00026,2023-05-31T11:55:02-08:00,2023-05-31T11:55:02-08:00,media,Empty,NA,machine,2023-11-21 10:19:57.506088,comments
2023_05_5A_1_obs_00078,5A_P800HK06278624,2023_05_5A_1_img_00089,2023_05_5A_1_evt_00026,2023-05-31T11:55:07-08:00,2023-05-31T11:55:07-08:00,media,Empty,NA,machine,2023-11-21 10:36:44.559298,comments
2023_05_5A_1_obs_00079,5A_P800HK06278624,2023_05_5A_1_img_00092,2023_05_5A_1_evt_00027,2023-06-02T11:13:03-08:00,2023-06-02T11:13:03-08:00,media,Empty,NA,machine,2023-11-21 10:36:45.401390,comments
2023_05_5A_1_obs_00080,5A_P800HK06278624,2023_05_5A_1_img_00093,2023_05_5A_1_evt_00027,2023-06-02T11:13:08-08:00,2023-06-02T11:13:08-08:00,media,Empty,NA,machine,2023-11-21 10:36:45.826079,comments
2023_05_5A_1_obs_00081,5A_P800HK06278624,2023_05_5A_1_img_00094,2023_05_5A_1_evt_00027,2023-06-02T11:13:13-08:00,2023-06-02T11:13:13-08:00,media,Empty,NA,machine,2023-11-21 10:36:46.250020,comments
2023_05_5A_1_obs_00082,5A_P800HK06278624,2023_05_5A_1_img_00095,2023_05_5A_1_evt_00028,2023-06-02T11:13:47-08:00,2023-06-02T11:13:47-08:00,media,Empty,NA,machine,2023-11-21 10:19:58.358153,comments
2023_05_5A_1_obs_00083,5A_P800HK06278624,2023_05_5A_1_img_00096,2023_05_5A_1_evt_00028,2023-06-02T11:13:52-08:00,2023-06-02T11:13:52-08:00,media,Empty,NA,machine,2023-11-21 10:36:46.675670,comments
2023_05_5A_1_obs_00084,5A_P800HK06278624,2023_05_5A_1_img_00097,2023_05_5A_1_evt_00028,2023-06-02T11:13:57-08:00,2023-06-02T11:13:57-08:00,media,Empty,NA,machine,2023-11-21 10:36:47.099961,comments
2023_05_5A_1_obs_00085,5A_P800HK06278624,2023_05_5A_1_img_00098,2023_05_5A_1_evt_00029,2023-06-02T11:15:59-08:00,2023-06-02T11:15:59-08:00,media,Empty,NA,machine,2023-11-21 10:36:47.525195,comments
2023_05_5A_1_obs_00086,5A_P800HK06278624,2023_05_5A_1_img_00099,2023_05_5A_1_evt_00029,2023-06-02T11:16:04-08:00,2023-06-02T11:16:04-08:00,media,Empty,NA,machine,2023-11-21 10:19:58.787125,comments
2023_05_5A_1_obs_00087,5A_P800HK06278624,2023_05_5A_1_img_00100,2023_05_5A_1_evt_00029,2023-06-02T11:16:09-08:00,2023-06-02T11:16:09-08:00,media,Empty,NA,machine,2023-11-21 10:19:59.215703,comments
2023_05_5A_1_obs_00088,5A_P800HK06278624,2023_05_5A_1_img_00101,2023_05_5A_1_evt_00030,2023-06-02T11:18:58-08:00,2023-06-02T11:18:58-08:00,media,Empty,NA,machine,2023-11-21 10:36:47.949181,comments
2023_05_5A_1_obs_00089,5A_P800HK06278624,2023_05_5A_1_img_00102,2023_05_5A_1_evt_00030,2023-06-02T11:19:03-08:00,2023-06-02T11:19:03-08:00,media,Empty,NA,machine,2023-11-21 10:36:48.374723,comments
2023_05_5A_1_obs_00090,5A_P800HK06278624,2023_05_5A_1_img_00103,2023_05_5A_1_evt_00030,2023-06-02T11:19:08-08:00,2023-06-02T11:19:08-08:00,media,Empty,NA,machine,2023-11-21 10:19:59.643808,comments
2023_05_5A_1_obs_00091,5A_P800HK06278624,2023_05_5A_1_img_00104,2023_05_5A_1_evt_00031,2023-06-02T11:36:25-08:00,2023-06-02T11:36:25-08:00,media,Empty,NA,machine,2023-11-21 10:36:48.798285,comments
2023_05_5A_1_obs_00092,5A_P800HK06278624,2023_05_5A_1_img_00105,2023_05_5A_1_evt_00031,2023-06-02T11:36:30-08:00,2023-06-02T11:36:30-08:00,media,Empty,NA,machine,2023-11-21 10:36:49.222306,comments
2023_05_5A_1_obs_00093,5A_P800HK06278624,2023_05_5A_1_img_00106,2023_05_5A_1_evt_00031,2023-06-02T11:36:35-08:00,2023-06-02T11:36:35-08:00,media,Empty,NA,machine,2023-11-21 10:36:49.650948,comments
2023_05_5A_1_obs_00094,5A_P800HK06278624,2023_05_5A_1_img_00107,2023_05_5A_1_evt_00032,2023-06-02T11:52:48-08:00,2023-06-02T11:52:48-08:00,media,Empty,NA,machine,2023-11-21 10:20:00.078068,comments
2023_05_5A_1_obs_00095,5A_P800HK06278624,2023_05_5A_1_img_00108,2023_05_5A_1_evt_00032,2023-06-02T11:52:53-08:00,2023-06-02T11:52:53-08:00,media,Empty,NA,machine,2023-11-21 10:36:50.074627,comments
2023_05_5A_1_obs_00096,5A_P800HK06278624,2023_05_5A_1_img_00109,2023_05_5A_1_evt_00032,2023-06-02T11:52:58-08:00,2023-06-02T11:52:58-08:00,media,Empty,NA,machine,2023-11-21 10:36:50.501129,comments
2023_05_5A_1_obs_00097,5A_P800HK06278624,2023_05_5A_1_img_00110,2023_05_5A_1_evt_00033,2023-06-02T11:57:18-08:00,2023-06-02T11:57:18-08:00,media,Empty,NA,machine,2023-11-21 10:36:50.925518,comments
2023_05_5A_1_obs_00098,5A_P800HK06278624,2023_05_5A_1_img_00111,2023_05_5A_1_evt_00033,2023-06-02T11:57:23-08:00,2023-06-02T11:57:23-08:00,media,Empty,NA,machine,2023-11-21 10:20:00.506025,comments
2023_05_5A_1_obs_00099,5A_P800HK06278624,2023_05_5A_1_img_00112,2023_05_5A_1_evt_00033,2023-06-02T11:57:28-08:00,2023-06-02T11:57:28-08:00,media,Empty,NA,machine,2023-11-21 10:20:00.933474,comments
2023_05_5A_1_obs_00100,5A_P800HK06278624,2023_05_5A_1_img_00113,2023_05_5A_1_evt_00034,2023-06-02T11:58:57-08:00,2023-06-02T11:58:57-08:00,media,Empty,NA,machine,2023-11-21 10:36:51.350461,comments
2023_05_5A_1_obs_00101,5A_P800HK06278624,2023_05_5A_1_img_00114,2023_05_5A_1_evt_00034,2023-06-02T11:59:02-08:00,2023-06-02T11:59:02-08:00,media,Empty,NA,machine,2023-11-21 10:36:51.773766,comments
2023_05_5A_1_obs_00102,5A_P800HK06278624,2023_05_5A_1_img_00115,2023_05_5A_1_evt_00034,2023-06-02T11:59:07-08:00,2023-06-02T11:59:07-08:00,media,Empty,NA,machine,2023-11-21 10:20:01.363344,comments
2023_05_5A_1_obs_00103,5A_P800HK06278624,2023_05_5A_1_img_00117,2023_05_5A_1_evt_00035,2023-06-02T12:04:45-08:00,2023-06-02T12:04:45-08:00,media,Empty,NA,machine,2023-11-21 10:36:52.629046,comments
2023_05_5A_1_obs_00104,5A_P800HK06278624,2023_05_5A_1_img_00118,2023_05_5A_1_evt_00035,2023-06-02T12:04:50-08:00,2023-06-02T12:04:50-08:00,media,Empty,NA,machine,2023-11-21 10:36:53.052013,comments
2023_05_5A_1_obs_00105,5A_P800HK06278624,2023_05_5A_1_img_00119,2023_05_5A_1_evt_00035,2023-06-02T12:04:55-08:00,2023-06-02T12:04:55-08:00,media,Empty,NA,machine,2023-11-21 10:20:01.791424,comments
2023_05_5A_1_obs_00106,5A_P800HK06278624,2023_05_5A_1_img_00120,2023_05_5A_1_evt_00036,2023-06-02T12:14:39-08:00,2023-06-02T12:14:39-08:00,media,Empty,NA,machine,2023-11-21 10:36:53.476609,comments
2023_05_5A_1_obs_00107,5A_P800HK06278624,2023_05_5A_1_img_00121,2023_05_5A_1_evt_00036,2023-06-02T12:14:44-08:00,2023-06-02T12:14:44-08:00,media,Empty,NA,machine,2023-11-21 10:36:53.899959,comments
2023_05_5A_1_obs_00108,5A_P800HK06278624,2023_05_5A_1_img_00122,2023_05_5A_1_evt_00036,2023-06-02T12:14:49-08:00,2023-06-02T12:14:49-08:00,media,Empty,NA,machine,2023-11-21 10:36:54.325564,comments
2023_05_5A_1_obs_00109,5A_P800HK06278624,2023_05_5A_1_img_00123,2023_05_5A_1_evt_00037,2023-06-02T12:19:46-08:00,2023-06-02T12:19:46-08:00,media,Empty,NA,machine,2023-11-21 10:20:02.220450,comments
2023_05_5A_1_obs_00110,5A_P800HK06278624,2023_05_5A_1_img_00124,2023_05_5A_1_evt_00037,2023-06-02T12:19:51-08:00,2023-06-02T12:19:51-08:00,media,Empty,NA,machine,2023-11-21 10:20:02.649348,comments
2023_05_5A_1_obs_00111,5A_P800HK06278624,2023_05_5A_1_img_00125,2023_05_5A_1_evt_00037,2023-06-02T12:19:56-08:00,2023-06-02T12:19:56-08:00,media,Empty,NA,machine,2023-11-21 10:36:54.749086,comments
2023_05_5A_1_obs_00112,5A_P800HK06278624,2023_05_5A_1_img_00126,2023_05_5A_1_evt_00038,2023-06-02T12:20:34-08:00,2023-06-02T12:20:34-08:00,media,Empty,NA,machine,2023-11-21 10:36:55.173068,comments
2023_05_5A_1_obs_00113,5A_P800HK06278624,2023_05_5A_1_img_00127,2023_05_5A_1_evt_00038,2023-06-02T12:20:39-08:00,2023-06-02T12:20:39-08:00,media,Empty,NA,machine,2023-11-21 10:20:03.076807,comments
